name,city,address,notes,lat,lon,rating,rating_count,price_level,types,phone,website,google_maps_url,place_id,last_update,rating_online_gf,rating_online_gf_count
Ristorante GIORGIO e CHIARA,Vicenza,"Str. Ca' Balbi, 377, 36100 Vicenza VI, Italia","[voto 5] Sono stata qui due volte nel giro di una settimana, dopo una ricerca per trovare un ristorante certificato senza glutine a Vicenza. Che dire! Il mio nuovo posto preferito, la pizza (la più buona senza glutine mai mangiata fino ad ora) , la tagliata con i contorni squisita. Conoscenza ottima degli alimenti senza glutine e ti fanno sentire a tuo agio subito , complimenti allo staff e ai titolari per… | [voto 5] Siamo stati qui per la seconda volta a fine Settembre. Pizza senza glutine davvero notevole. Come ci è stato fatto presente dalla titolare è bene telefonare prima per non rischiare di non trovare l'impasto gluten free. A noi è andata bene ma ce lo ricorderemo. Abbiamo optato per una Asiago e Sopressa ed una col Cotto e Tartufo, decisamente sublime. Il locale offre anche la parte ristorante con pia…","45,5436197","11,6064277","4,3",911,2,establishment|food|point_of_interest|restaurant,347 270 4915,https://giorgioechiara.it/,https://maps.google.com/?cid=1463268564303747991,ChIJk81Eh_4tf0cRlxtSqgGTThQ,09/01/2026 16.05.21,"5,00",2
Zushi Vicenza,Vicenza,"Piazzale Fraccon, 2, 36100 Vicenza VI, Italia","[voto 5] OTTIMO SENZA GLUTINE E SENZA LATTE !!! per me che soffro di intolleranze è diventato il mio punto di riferimento a Vicenza. Il personale è molto attento alle intolleranze, il listino è dettagliato a specificare tutti gli allergeni presenti nel piatto. Ho potuto deliziare il palato in assoluta serenità e non ho mai avuto problemi. Il menù è vario anche per chi non ha intolleranze e offre una moltit…","45,541432","11,5532158","4,4",823,2,establishment|food|point_of_interest|restaurant,0444 543765,http://www.zushi.eu/,https://maps.google.com/?cid=2091560725779576967,ChIJaZWgJYIxf0cRh_g_Bma3Bh0,09/01/2026 16.05.21,"5,00",1
Basil & Co.,Vicenza,"Contrà Pozzetto, 13, 36100 Vicenza VI, Italia","[voto 3] ho ordinato una pizza marinara senza glutine a domicilio. È arrivata un po’ fredda e l’impasto era un po’ indietro di cottura, comunque non era male peró è abbastanza lontana da una pizza normale. Mi sento comunque di consigliarla!! | [voto 1] NON ANDATE IN QUESTA PIZZERIA SE SIETE CELIACI!!! PESSIMI!! Sono entrata e ho chiesto se avessero pizze senza glutine come prima cosa e mi hanno risposto di sì. Poi è arrivata la mia pizza che era palesemente una pizza senza glutine perché aveva una consistenza e un sapore diversi quindi mi sono tranquillizzata anche se guardavo da lontano il pizzaiolo e mi interrogavo come facevano a fare la pizz…","45,5446741","11,5488322","4,3",603,2,establishment|food|point_of_interest|restaurant,333 133 5152,https://www.facebook.com/share/1BcfhTbJBJ,https://maps.google.com/?cid=16000553138735342659,ChIJDb1KVn4xf0cRQ-QUHE5iDd4,09/01/2026 16.05.21,"2,00",2
Scuderie de La Rotonda,Vicenza,"Via della Rotonda, 47, 36100 Vicenza VI, Italia","[voto 5] Nuovo locale in location esclusiva. Porticato con splendida veduta della basilica di monteberico ed incastonato nella barchessa di Villa Capra (che non necessita di presentazioni). Menu pranzo e cena a scadenza mensile con ottime proposte di stagione e del territorio. Bel menu per brunch e aperitivi con toast, taglieri, yogurt e granola etc. Proposte senza glutine e/o variazioni per intolleranze a…","45,5318843","11,5581444","4,4",15,,establishment|food|point_of_interest|restaurant,347 732 7735,http://www.scuderiedelarotonda.it/,https://maps.google.com/?cid=5804027664531713874,ChIJ6zq8BZoxf0cRUu_z6mgMjFA,09/01/2026 16.05.21,"5,00",1
𝗕𝗜𝗚𝗙𝗥𝗘𝗘 - 𝗚𝗟𝗨𝗧𝗘𝗡 𝗙𝗥𝗘𝗘 𝗦𝗘𝗡𝗭𝗔 𝗚𝗟𝗨𝗧𝗜𝗡𝗘 𝗩𝗜𝗖𝗘𝗡𝗭𝗔,Vicenza,"Viale della Pace, 146c, 36100 Vicenza VI, Italia","[voto 5] ⭐️⭐️⭐️⭐️⭐️ Davvero il miglior negozio senza glutine a Vicenza! Da 𝗕𝗜𝗚𝗙𝗥𝗘𝗘 si trova sempre un’ampia scelta di prodotti di qualità, ma ciò che colpisce di più è la professionalità, la disponibilità e la gentilezza del titolare. Sempre pronto ad aiutare, consigliare e a trovare la soluzione giusta per ogni cliente. Un servizio impeccabile e un’accoglienza che fanno davvero la differenza — molt… | [voto 5] Negozio di alimenti senza glutine davvero molto fornito. L'angolo bar è proprio carino con quattro tavolini e un'ottima scelta di pasticceria fresca, ovviamente senza glutine. Di tanto in tanto vengono organizzate delle degustazioni di prodotti, un ottimo modo per provare qualcosa di nuovo e poi magari acquistarlo in offerta. Accettano i buoni spesa per celiaci e si può pagare anche con l'app Sati… | [voto 5] Grazie BigFree, un negozio con possibilità di far colazione, pranzare, in sicurezza. Super fornito e con personale sempre disponibile. 🥰 Grazie per la Festa del bollito con l'opzione senza glutine. Era tutto super buonissimo 😋. Non vedo l'ora di partecipare ai vostri prossimi eventi. 🥳","45,5421342","11,5724397","4,9",152,,bakery|cafe|establishment|food|grocery_or_supermarket|health|meal_takeaway|point_of_interest|restaurant|store,0444 206085,https://www.bigfree.it/,https://maps.google.com/?cid=7684177974557175025,ChIJhxMuVZ8xf0cR8WxcxCevo2o,09/01/2026 16.05.21,"5,00",3
Pane Pizza e...,Vicenza,"Corso Andrea Palladio, 177, 36100 Vicenza VI, Italia","[voto 5] Ottima esperienza. Abbiamo mangiato alcune pizze e panini molto buoni. Ottima la pizza senza glutine: oltre a avere una proposta senza glutine la pizza era davvero molto buona. Il titolare è stato molto gentile e ci ha dato alcuni consigli per la visita della città. Posizione centrale. Consigliatissimo. Grazie | [voto 5] È l'unico posto in centro a Vicenza in cui ho trovato la pizza senza glutine, cosa abbastanza insolita (e triste) al giorno d'oggi. La pizza senza glutine è squisita, leggerissima e perfettamente lievitata. Adatta anche agli intolleranti al lattosio. Proprietario molto gentile e disponibile. 5 stelle meritatissime.","45,5494162","11,5490241","4,8",448,1,establishment|food|meal_takeaway|point_of_interest|restaurant,0444 525718,,https://maps.google.com/?cid=7484700364884712054,ChIJTfo819Uzf0cRdpowg1P_3mc,09/01/2026 16.05.21,"5,00",2
Pizza Express Da Angelo,Vicenza,"Viale della Pace, 24, 36100 Vicenza VI, Italia",[voto 5] Cercando con Deliveroo mi esce come pizzeria che fa senza glutine. Invece entro nel menu e non trovo l’opzione. Le altre pizze mi dicono essere molto buone.,"45,5448903","11,5666132","4,3",307,1,establishment|food|point_of_interest|restaurant,0444 504060,https://itamaps.me/pizza-express-da-angelo-323100-it,https://maps.google.com/?cid=2856247879737239821,ChIJYy9DL4gxf0cRDWkzRlBuoyc,09/01/2026 16.05.21,"5,00",1
Pizzeria O' Sole Mio Junior,Vicenza,"Via G. Medici, 66, 36100 Vicenza VI, Italia","[voto 1] Ordinata una pizza senza glutine con zucchine e pancetta e poco pomodoro. Arrivata con prosciutto invece della pancetta, la mozzarella praticamente a malapena scaldata, zucchine crude e dall'aspetto decisamente brutto. Pagando 5€ dell'impasto, sicuramente surgelato, più le aggiunte e la pizza base Margherita di 5 €, arrivando sicuramente ad almeno 13/14 € che decisamente non li vale. Il sapore e s… | [voto 1] Pizze fredde, patatine fritte crude, pomodoro crudo e mozzarella che si è sciolta a mala pena. La pizza senza glutine con sovrapprezzo di 5€ faceva pietà. Unica volta che non siamo riusciti neanche a mangiarle. Per di più scontrino fiscale non pervenuto. Mai più!","45,5605346","11,5444581","3,9",110,1,establishment|food|meal_takeaway|point_of_interest|restaurant,0444 920601,,https://maps.google.com/?cid=7497645300780267627,ChIJf276uMUzf0cRa3jiRK38DGg,09/01/2026 16.05.21,"1,00",2
Agriturismo Corte Belfiore Elio Bresciani,Viadana,"Via Podiola, 8, 46019 Viadana MN, Italia","[voto 5] Pranzo buonissimo, personale molto cortese e gentile. I tortelli di zucca in rosso sono sempre una garanzia. Molta attenzione per il senza glutine con ampia scelta e menù dedicato. Lo consiglio a tutti! | [voto 4] Buon Agriturismo immerso nella nebbiosa bassa viadanese. Menù della tradizione contadina, vini locali e uno di produzione propria. Ottima la scelta di fare quasi tutto il menù anche senza glutine. Salumi superlativi. Tutto molto buono,abbondante e dal prezzo onesto.","44,9864254","10,6077961","4,3",208,,establishment|food|lodging|point_of_interest|restaurant,0375 80106,http://www.cortebelfiore.it/,https://maps.google.com/?cid=6906886691679747900,ChIJcVeJHykwgEcRPL9xEdow2l8,13/12/2025 11.20.08,"4,50",2
Le bon da dio - Hame ruesterent,Vezzano sul Crostolo,"42030 Vezzano sul Crostolo RE, Italia","[voto 5] Si mangia benissimo, come un tempo, qui la tradizione emiliana incontra la cura moderna per la diversità. Su prenotazione, infatti, c’è la possibilità di consumare un menù interamente senza glutine. Tortelli alle erbette burro e salvia speciali.","44,595657","10,5407209",5,2,,establishment|food|point_of_interest|restaurant,,,https://maps.google.com/?cid=10948116993753874175,ChIJNedTdAAFgEcR__4ddGaG75c,25/11/2025 0.02.14,"5,00",1
Doppio Zero,Vetralla,"Strada Statale Cassia, 99A, 01019 Vetralla VT, Italia","[voto 4] Siamo stati una comitiva di 10ragazzi. La location si è presentata molto accogliente, lo stile l'ho trovato un po' vintage, ma piacevole nello stesso tempo. Il servizio è stato molto bello. Ho apprezzato tanto ad una segnalazione per una pizza senza glutine ci ha rifatto la pizza senza aggiungerla nel conto. Questo ha portato a passare la serata in modo piacevo con ottima compagnia. Anche il camer…","42,3084701","12,0785521","4,5",390,2,establishment|food|point_of_interest|restaurant,0761 212569,,https://maps.google.com/?cid=5802467650834395897,ChIJhUEfZgHLKBMR-fKt7JWBhlA,10/12/2025 23.09.29,"4,00",1
Pizzeria Sfizio,Vetralla,"Via Colle, 01019 Vetralla VT, Italia","[voto 5] Ottima pizza, menù con scelte di tanti gusti. Tutto molto buono. Un applauso per la netta separazione di preparati senza glutine. Veloce e gentile il personale. Ambiente simpatico ma un po' caotico la prima volta, poi ti abitui e apprezzi. | [voto 4] Di passaggio ci siamo trovate benissimo ! Laboratorio senza glutine presente. Parcheggio presente. Pizza sottile che oltrepassa i bordi del piatto , molto buona .","42,3024923","12,0853691","4,4",1386,1,establishment|food|point_of_interest|restaurant|store,0761 483443,http://www.pizzeriasfizio.com/,https://maps.google.com/?cid=14648280535795902072,ChIJJeBGdKA0LxMReCZikoklScs,10/12/2025 23.09.29,"4,50",2
Trattoria del Popolo,Vespolate,"Corso G. Mazzini, 18, 28079 Vespolate NO, Italia",[voto 5] Dovrebbero esserci anche 5 stelle a disposizione solo per la cordialità quindi servizio molto piacevole e per il resto che dire..la miglio trattoria della lomellina. Grazie anche per la super attenzione al senza glutine!!!,"45,3488889","8,67","4,5",416,1,establishment|food|point_of_interest|restaurant,338 436 3655,https://trattoriadelpopolo.weebly.com/,https://maps.google.com/?cid=8291453430163890548,ChIJm_W2rwlWhkcRdOGc-PYoEXM,09/01/2026 16.17.35,"5,00",1
Al Salice Pizza & Restaurant,Vertemate con Minoprio,"Via Giovanni XXIII Papa, 16, 22070 Vertemate con Minoprio CO, Italia","[voto 5] Gentilissimi, ho ordinato un fritto misto di pesce che non mangiavo da anni. La pizza senza glutine è altrettanto buona. Se tornerò a Como non mancherò di ritornare. | [voto 4] Accompagnati da amici che già conoscevano questo rist/pizzeria siamo rimasti tutti soddisfatti, pizze molto buone anche senza glutine e senza lattosio, ottima scelta di dessert anche senza g e senza l. Locale carino e non rumoroso (si riesce a parlare). Personale …educato (un po’ freddino ma certamente non scortese) | [voto 4] Se sei in zona Vertemate e vuoi una buona pizza, Al Salice è una scelta sicura. Il locale è accogliente, il personale è gentile e il menu offre una bella varietà, inclusi impasti alternativi e senza glutine. Oltre alla pizza, si trovano anche piatti di pesce e qualche specialità come la paella. I dolci sono fatti in casa e meritano. Prezzi nella norma per la qualità offerta. Ideale sia per una cen…","45,7232785","9,0778593","4,3",1320,2,establishment|food|point_of_interest|restaurant,342 773 1165,http://www.alsalice.com/,https://maps.google.com/?cid=8430604079395459348,ChIJ06OANSaahkcRFFFTMr6F_3Q,25/11/2025 0.29.38,"4,33",3
Corte Farina Ristorante Pizzeria,Verona,"Volto corte farina, 4A, 37121 Verona VR, Italia","[voto 5] Semplicemente eccezionale! Un’esperienza gastronomica che unisce qualità, accoglienza e attenzione alle esigenze di tutti. Il personale è stato estremamente cordiale e professionale, sempre disponibile con un sorriso e pronto a fornire consigli sui piatti. La cucina è una vera delizia: ingredienti freschi, sapori autentici e presentazioni curate nei minimi dettagli. Un grande punto a favore è l’at…","45,4414499","10,9943117","4,3",1844,2,establishment|food|point_of_interest|restaurant,045 800 0440,http://www.cortefarina.it/,https://maps.google.com/?cid=9057976944095663332,ChIJH-RLNk9ff0cR5BSAGApmtH0,25/11/2025 0.15.38,"5,00",1
Al Capitan Della Cittadella,Verona,"Piazza Cittadella, 7/a, 37122 Verona VR, Italia","[voto 5] Finalmente sono riuscita a pranzare Al Capitan e quando mai non sono venuta prima! A partire dalla prenotazione ho trovato il personale molto gentile e disponibile, convinzione che si è poi consolidata durante il servizio. L’ambiente è veramente accogliente, bella la mise en place e c’è parecchia attenzione anche nella pulizia e sanificazione (il che in questo momento non è un dettaglio nè trascur…","45,4370097","10,9931929","4,6",312,3,establishment|food|point_of_interest|restaurant,045 595157,http://www.alcapitan.it/,https://maps.google.com/?cid=4343120706564628046,ChIJTxcAI0Rff0cRTp5tk0XdRTw,25/11/2025 0.15.38,"5,00",1
Ristorante al Vecio Macello,Verona,"Via Macello, 8, 37121 Verona VR, Italia","[voto 5] Voglia di pesce? Al Vecio Macello esaudiscono il tuo desiderio. Ambiente tranquillo con musica di sottofondo che permette di chiacchierare in piena serenità. Menù spesso aggiornato e vario, a volte anche dei fuori menù, in base al mercato giornaliero. Sei celiaco come me? Nessun problema, sono molto attenti alle intolleranze ed, avvisando, è disponibile pane e grissini senza glutine. Carta dei vin…","45,4358787","10,999221","4,6",1224,2,establishment|food|point_of_interest|restaurant,392 471 6267,http://www.veciomacello.com/,https://maps.google.com/?cid=5707532418788978200,ChIJ_5z5ojhff0cRGG7xvX46NU8,25/11/2025 0.15.38,"5,00",1
Osteria da Ugo,Verona,"Vicolo Dietro Sant'Andrea, 1/b, 37121 Verona VR, Italia","[voto 5] Se esiste un luogo capace di racchiudere in sé l’anima autentica della cucina tradizionale italiana, è senza dubbio Osteria da Ugo. Un locale che conquista fin dal primo istante: l’atmosfera calda, i dettagli curati con gusto e quel profumo invitante che ti accoglie ancor prima di sederti a tavola. L’ambiente è intimo e conviviale, con arredi rustici che raccontano storie di famiglia e di territor…","45,4402962","10,9990861","4,5",2027,2,bar|establishment|food|point_of_interest|restaurant,045 594400,https://www.osteriadaugo.com/,https://maps.google.com/?cid=4945142973587474710,ChIJ69rfEkhff0cRFkkzgFWtoEQ,25/11/2025 0.15.38,"5,00",1
Ristorante Flora,Verona,"Stradone Scipione Maffei, 8c, 37121 Verona VR, Italia","[voto 5] Ristorante da oltre cinque stelle per la qualità e la bontà del cibo che abbiamo mangiato. Siamo stati a cena ieri sera e siamo ritornati oggi a pranzo. Tutto molto buono. Abbiamo anche fatto quattro chiacchiere con il gentilissimo e accogliente proprietario che ci ha raccontato un po’ la sua vita avventurosa.Se passate per Verona e siete vegani e’ il posto giusto. Se siete celiaci e’ il posto giu… | [voto 5] Un'atmosfera molto intrigante grazie anche alla luce zenitale. Godibile a pranzo nella versione menù a buffet e straordinario la sera con menù alla carta. Completamente senza glutine (riconosciuto Aic) e vegano, è uno dei posti in cui preferisco andare a Verona. Personale attento e se si ha in programma un concerto in Arena (cui è vicinissimo) viene posta grande attenzione alle tempistiche. Per me… | [voto 5] A pochi minuti a piedi da piazza Bra e dall'arena, un piccolo ristorante in cui mangi piatti tutti vegani e gluten free. Scegli da un espositore fra le numerose proposte disponibili e paghi in base al peso totale di ciò che hai fatto mettere nel piatto. Tutto cucinato da loro. Tutto davvero gustoso e leggero. Personale gentile, location semplice, pulita e accogliente. Per noi Top!","45,4373919","10,9960398","4,4",1134,2,establishment|food|point_of_interest|restaurant,045 800 6300,https://www.ristoranteflora.it/,https://maps.google.com/?cid=14913221232520509104,ChIJ5XUX_0Zff0cRsLYyhbJn9s4,25/11/2025 0.15.38,"5,00",3
Ristorante Pizzeria La Costa in Bra,Verona,"P.za Bra, 2, 37121 Verona VR, Italia","[voto 5] Un pranzo con vista arena, un menù dedicato per piatti senza glutine oltre alla pizza! Porzioni adeguate, piatti con bella presentazione e qualità ottima! Tutto molto buono. Scelta dei vini ampia, ma opzioni anche di bibite/cocktail e birre. Non siamo arrivate al dolce per i tempi stretti, se ricapiterò a Verona ci tornerò! | [voto 5] Sono celiaca, oggi ho mangiato la pizza più buona che io abbia mai assaggiato senza glutine. Lo consiglio a tutti, sia per il cibo ottimo che per la bellissima vista ma soprattutto per il personale. Taranga è carinissimo, gentilissimo e super disponibile. Attento a ogni dettaglio, sempre sorridente e pronto ad aiutarci, io e le mie amiche torneremo sicuramente anche grazie a lui che ci ha strappat… | [voto 5] Vista spettacolare, ristorante centralissimo e ovviamente molto frequentato, ma i ragazzi si danno un sacco da fare e corrono tutti senza sosta. Ci siamo recati per un pranzo senza glutine data la certificazione AIC e ci siamo trovati benissimo. Massima attenzione e piatti senza glutine tutti buonissimi. Una menzione speciale alla pasta alle vongole di mio figlio, che si è gustato dall’inizio alla…","45,4396094","10,9932748","3,7",2388,2,bar|establishment|food|point_of_interest|restaurant|store,045 597468,http://www.lacostainbra.it/,https://maps.google.com/?cid=8712665211961561811,ChIJFe0x8EVff0cR01LfPdma6Xg,25/11/2025 0.15.38,"5,00",3
